mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__bootstrap,param_clf__max_depth,param_clf__max_features,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.9686476230621338,0.06122834827466577,0.04481034278869629,0.007026095264044361,True,21,sqrt,8,8,321,"{'clf__bootstrap': True, 'clf__max_depth': 21, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 8, 'clf__n_estimators': 321}",0.9464882943143813,0.9074074074074074,0.8496503496503496,0.8951048951048951,0.8846153846153846,0.8966532662184836,0.031482578644503746,13
3.3452847480773924,0.05548824186724895,0.12150115966796875,0.012165866579093692,True,24,,8,5,863,"{'clf__bootstrap': True, 'clf__max_depth': 24, 'clf__max_features': None, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 5, 'clf__n_estimators': 863}",0.9331103678929765,0.8804713804713804,0.8444055944055944,0.8846153846153847,0.8881118881118881,0.8861429230994448,0.02823587104997621,36
1.9867949962615967,0.19098980218284914,0.08668813705444336,0.015327964883398654,True,23,sqrt,2,13,613,"{'clf__bootstrap': True, 'clf__max_depth': 23, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 13, 'clf__n_estimators': 613}",0.9464882943143813,0.8973063973063974,0.8548951048951049,0.8951048951048951,0.8793706293706294,0.8946330641982817,0.030027925506615663,24
1.1807915210723876,0.11707562806109337,0.07175145149230958,0.02792342540202162,False,3,sqrt,1,13,513,"{'clf__bootstrap': False, 'clf__max_depth': 3, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 13, 'clf__n_estimators': 513}",0.9448160535117056,0.893939393939394,0.8548951048951049,0.8793706293706294,0.9055944055944056,0.895723117462248,0.029816340640392198,19
1.592827606201172,0.15294219326412511,0.08003926277160645,0.013369294673349583,False,13,sqrt,1,11,675,"{'clf__bootstrap': False, 'clf__max_depth': 13, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 11, 'clf__n_estimators': 675}",0.9481605351170568,0.8619528619528619,0.8513986013986014,0.9003496503496504,0.8898601398601398,0.890344357735662,0.03395850315808948,33
2.191569519042969,0.2298367308466205,0.0904416561126709,0.009785644952319511,False,17,,3,13,766,"{'clf__bootstrap': False, 'clf__max_depth': 17, 'clf__max_features': None, 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 13, 'clf__n_estimators': 766}",0.8244147157190636,0.8122895622895623,0.7526223776223776,0.8190559440559441,0.8330419580419581,0.8082849115457812,0.028647694446747408,56
0.7503420352935791,0.08807177431046352,0.02875351905822754,0.0030707190845553033,False,26,,5,8,220,"{'clf__bootstrap': False, 'clf__max_depth': 26, 'clf__max_features': None, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 8, 'clf__n_estimators': 220}",0.8285953177257526,0.8063973063973064,0.7272727272727273,0.8103146853146854,0.840034965034965,0.8025230003490872,0.03956068105583938,59
1.2779076099395752,0.14427690077270114,0.06046671867370605,0.005853874554111016,True,8,log2,4,15,441,"{'clf__bootstrap': True, 'clf__max_depth': 8, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 15, 'clf__n_estimators': 441}",0.9481605351170568,0.9040404040404041,0.8548951048951048,0.8968531468531469,0.8828671328671328,0.8973632647545691,0.030459446899582483,8
1.5004477977752686,0.09947580098685763,0.08408188819885254,0.023143453804752294,False,10,log2,5,3,539,"{'clf__bootstrap': False, 'clf__max_depth': 10, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 3, 'clf__n_estimators': 539}",0.9498327759197325,0.8872053872053872,0.8409090909090909,0.8951048951048951,0.9003496503496503,0.8946803598977512,0.034702549366967955,23
1.0144016742706299,0.06704399405503925,0.060544061660766604,0.025172062926464563,False,16,,8,16,234,"{'clf__bootstrap': False, 'clf__max_depth': 16, 'clf__max_features': None, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 16, 'clf__n_estimators': 234}",0.8478260869565217,0.8139730639730639,0.7473776223776223,0.8758741258741258,0.8942307692307693,0.8358563336824206,0.051883780236717456,50
0.7228134155273438,0.12424239566528726,0.03449549674987793,0.011403160951163088,False,18,log2,8,5,201,"{'clf__bootstrap': False, 'clf__max_depth': 18, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 5, 'clf__n_estimators': 201}",0.9481605351170568,0.8956228956228957,0.8321678321678321,0.8916083916083917,0.8986013986013986,0.893232210623515,0.036832484277736915,30
2.364612007141113,0.4557251311060338,0.11082596778869629,0.03277459926014667,False,7,log2,4,19,755,"{'clf__bootstrap': False, 'clf__max_depth': 7, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 19, 'clf__n_estimators': 755}",0.9448160535117056,0.8922558922558923,0.8426573426573426,0.8951048951048951,0.8916083916083917,0.8932885150276455,0.03232890718504205,29
1.4913549900054932,0.19551537443876443,0.06817870140075684,0.015078899435193756,False,11,log2,4,15,470,"{'clf__bootstrap': False, 'clf__max_depth': 11, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 15, 'clf__n_estimators': 470}",0.9464882943143813,0.8838383838383839,0.8479020979020979,0.8968531468531469,0.9020979020979021,0.8954359650011824,0.03177011976309382,20
1.7813074588775635,0.2665203927594186,0.07593188285827637,0.01916206646471798,False,15,,9,9,537,"{'clf__bootstrap': False, 'clf__max_depth': 15, 'clf__max_features': None, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 9, 'clf__n_estimators': 537}",0.8453177257525083,0.8156565656565656,0.7482517482517482,0.8732517482517482,0.8942307692307693,0.835341711428668,0.050944635699477034,51
0.8768843650817871,0.1074975340924839,0.04269595146179199,0.011068700492838398,True,22,log2,9,14,240,"{'clf__bootstrap': True, 'clf__max_depth': 22, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 14, 'clf__n_estimators': 240}",0.9448160535117056,0.9074074074074074,0.8531468531468531,0.8916083916083916,0.8898601398601398,0.8973677691068996,0.029655213250243197,7
2.547449731826782,0.34633735440596847,0.10377349853515624,0.027011589809317497,True,16,sqrt,1,8,720,"{'clf__bootstrap': True, 'clf__max_depth': 16, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 8, 'clf__n_estimators': 720}",0.9498327759197325,0.8838383838383839,0.8618881118881119,0.9073426573426573,0.8898601398601399,0.8985524137698052,0.02947294779730427,2
1.759060001373291,0.27346595129661133,0.09771075248718261,0.01762774265215482,False,2,,3,18,591,"{'clf__bootstrap': False, 'clf__max_depth': 2, 'clf__max_features': None, 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 18, 'clf__n_estimators': 591}",0.8545150501672241,0.8265993265993266,0.7360139860139859,0.7980769230769231,0.8277972027972028,0.8086004977309325,0.04044790416867851,55
1.3622977256774902,0.18721235123278457,0.045744466781616214,0.0016421612492066233,True,4,sqrt,5,11,430,"{'clf__bootstrap': True, 'clf__max_depth': 4, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 11, 'clf__n_estimators': 430}",0.9448160535117056,0.898989898989899,0.8618881118881119,0.8986013986013986,0.8828671328671329,0.8974325191716496,0.027293026233500235,5
0.6361502647399903,0.06233081344522261,0.0350651741027832,0.01276505660182746,False,10,,9,9,232,"{'clf__bootstrap': False, 'clf__max_depth': 10, 'clf__max_features': None, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 9, 'clf__n_estimators': 232}",0.846989966555184,0.8156565656565656,0.7482517482517482,0.8732517482517482,0.8977272727272727,0.8363754602885038,0.05182978769908628,48
1.0614688396453857,0.16117471591046573,0.05841021537780762,0.003935697975327753,False,24,,8,6,298,"{'clf__bootstrap': False, 'clf__max_depth': 24, 'clf__max_features': None, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 6, 'clf__n_estimators': 298}",0.8478260869565217,0.8139730639730639,0.7473776223776223,0.8758741258741258,0.895979020979021,0.8362059840320709,0.052280368750806265,49
2.602411651611328,0.1520030292355706,0.12331318855285645,0.007886512770840041,False,9,log2,3,2,812,"{'clf__bootstrap': False, 'clf__max_depth': 9, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 2, 'clf__n_estimators': 812}",0.939799331103679,0.8653198653198653,0.8444055944055944,0.9003496503496503,0.8846153846153847,0.8868979651588347,0.03242199405382661,35
2.0153664112091065,0.14879692178818754,0.07896285057067871,0.009725284714122108,True,15,,1,6,417,"{'clf__bootstrap': True, 'clf__max_depth': 15, 'clf__max_features': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 6, 'clf__n_estimators': 417}",0.9163879598662208,0.8383838383838383,0.8566433566433567,0.8776223776223776,0.8863636363636364,0.875080233775886,0.02655804878833199,46
0.9438462257385254,0.08201965618552894,0.04291448593139648,0.006706397319275291,True,15,,9,16,214,"{'clf__bootstrap': True, 'clf__max_depth': 15, 'clf__max_features': None, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 16, 'clf__n_estimators': 214}",0.9347826086956521,0.888888888888889,0.8479020979020979,0.8723776223776224,0.8846153846153846,0.8857133204959293,0.02837821044599707,38
1.363204002380371,0.08238954740773326,0.08158035278320312,0.005918977454005378,False,11,sqrt,3,8,440,"{'clf__bootstrap': False, 'clf__max_depth': 11, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 8, 'clf__n_estimators': 440}",0.9414715719063544,0.8737373737373737,0.8479020979020979,0.9003496503496503,0.8968531468531469,0.8920627681497247,0.031044596665012893,31
2.532478904724121,0.13396025192915154,0.13608241081237793,0.009409604444008932,False,5,log2,5,8,854,"{'clf__bootstrap': False, 'clf__max_depth': 5, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 8, 'clf__n_estimators': 854}",0.9481605351170568,0.8888888888888888,0.8479020979020979,0.8951048951048951,0.8986013986013986,0.8957315631228674,0.031912084566268095,18
3.623817253112793,0.26543364302364153,0.14946646690368653,0.012196665475825727,True,5,sqrt,7,3,881,"{'clf__bootstrap': True, 'clf__max_depth': 5, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 3, 'clf__n_estimators': 881}",0.9464882943143813,0.9074074074074074,0.8496503496503496,0.8898601398601399,0.8863636363636364,0.8959539655191829,0.03148978782040668,17
3.213597297668457,0.2213410788335863,0.1370161533355713,0.02619945330283583,True,26,sqrt,6,13,755,"{'clf__bootstrap': True, 'clf__max_depth': 26, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 13, 'clf__n_estimators': 755}",0.9498327759197325,0.9040404040404041,0.8496503496503496,0.8986013986013986,0.8828671328671329,0.8969984122158035,0.03251203250164928,10
1.2924080848693849,0.053307932090028286,0.0740267276763916,0.02258246761155982,False,12,log2,7,8,389,"{'clf__bootstrap': False, 'clf__max_depth': 12, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 8, 'clf__n_estimators': 389}",0.9498327759197325,0.8956228956228957,0.8356643356643356,0.9003496503496504,0.9020979020979021,0.8967135119309033,0.03630994556190749,11
2.194382429122925,0.24687723329081326,0.08213329315185547,0.020830366069755676,True,2,sqrt,9,14,458,"{'clf__bootstrap': True, 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 14, 'clf__n_estimators': 458}",0.9464882943143813,0.8973063973063973,0.8653846153846154,0.8776223776223776,0.8898601398601399,0.8953323648975824,0.027789503469789832,21
2.2812262535095216,0.296169543815196,0.09781980514526367,0.013290588641140352,True,7,,9,6,424,"{'clf__bootstrap': True, 'clf__max_depth': 7, 'clf__max_features': None, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 6, 'clf__n_estimators': 424}",0.9347826086956521,0.8888888888888888,0.8479020979020979,0.8793706293706294,0.8898601398601399,0.8881608729434817,0.027838969484227816,34
5.451758480072021,0.4081022463602283,0.15837540626525878,0.02332253420117178,True,11,,6,10,891,"{'clf__bootstrap': True, 'clf__max_depth': 11, 'clf__max_features': None, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 10, 'clf__n_estimators': 891}",0.9264214046822742,0.8737373737373737,0.8374125874125873,0.8881118881118882,0.8951048951048951,0.8841576298098037,0.029035792284572363,40
3.476813220977783,0.45349407847692347,0.1485687255859375,0.044150601491123896,True,18,log2,4,13,709,"{'clf__bootstrap': True, 'clf__max_depth': 18, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 13, 'clf__n_estimators': 709}",0.951505016722408,0.898989898989899,0.8566433566433567,0.8986013986013986,0.8776223776223777,0.8966724097158881,0.03156243133357867,12
3.734725570678711,0.05773724376663032,0.15374236106872557,0.02511678363763718,True,3,,1,6,824,"{'clf__bootstrap': True, 'clf__max_depth': 3, 'clf__max_features': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 6, 'clf__n_estimators': 824}",0.9163879598662208,0.8653198653198653,0.8776223776223776,0.8741258741258742,0.8916083916083916,0.8850128937085457,0.017826147421560926,39
3.938767671585083,0.13513552673940896,0.14714369773864747,0.0034208598247247083,False,18,,1,3,841,"{'clf__bootstrap': False, 'clf__max_depth': 18, 'clf__max_features': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 3, 'clf__n_estimators': 841}",0.7625418060200668,0.7744107744107744,0.7438811188811187,0.6643356643356644,0.7421328671328671,0.7374604461560982,0.03848296153641568,60
2.455127477645874,0.030465067353134607,0.10496134757995605,0.0034524637896542407,False,23,,5,2,584,"{'clf__bootstrap': False, 'clf__max_depth': 23, 'clf__max_features': None, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2, 'clf__n_estimators': 584}",0.830267558528428,0.8063973063973064,0.7272727272727273,0.8103146853146854,0.840034965034965,0.8028574485096225,0.03978611045409209,58
2.6724602222442626,0.05228737244037689,0.1000699520111084,0.021865255782418474,True,3,sqrt,6,5,638,"{'clf__bootstrap': True, 'clf__max_depth': 3, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 5, 'clf__n_estimators': 638}",0.9448160535117056,0.898989898989899,0.8636363636363636,0.8881118881118881,0.8863636363636364,0.8963835681226986,0.026809318252701022,14
2.2348535537719725,0.13272693873178198,0.08931245803833007,0.0042418567511195516,True,25,,1,7,479,"{'clf__bootstrap': True, 'clf__max_depth': 25, 'clf__max_features': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 7, 'clf__n_estimators': 479}",0.9197324414715718,0.8434343434343434,0.8479020979020979,0.8741258741258742,0.8881118881118881,0.874661329009155,0.02794204898799784,47
2.764845037460327,0.15594850127761659,0.09004497528076172,0.019870599536717496,True,21,log2,6,12,710,"{'clf__bootstrap': True, 'clf__max_depth': 21, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 12, 'clf__n_estimators': 710}",0.951505016722408,0.8956228956228957,0.8496503496503496,0.8951048951048952,0.8828671328671329,0.8949500579935364,0.032854225595557604,22
1.7938580513000488,0.1635252259698807,0.11116352081298828,0.0244610741783243,False,17,sqrt,9,7,663,"{'clf__bootstrap': False, 'clf__max_depth': 17, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 7, 'clf__n_estimators': 663}",0.9481605351170568,0.9023569023569024,0.8444055944055944,0.8951048951048951,0.9003496503496503,0.8980755154668196,0.032928091862679656,3
3.014469337463379,0.08339614469339297,0.123756742477417,0.017781954090578568,True,4,,4,4,710,"{'clf__bootstrap': True, 'clf__max_depth': 4, 'clf__max_features': None, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 4, 'clf__n_estimators': 710}",0.9247491638795986,0.8585858585858586,0.8444055944055944,0.8898601398601399,0.8916083916083916,0.8818418296679166,0.028082130479058318,41
4.3925299644470215,0.9513787656792279,0.2686122417449951,0.1028181804714872,True,21,,4,10,839,"{'clf__bootstrap': True, 'clf__max_depth': 21, 'clf__max_features': None, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 10, 'clf__n_estimators': 839}",0.923076923076923,0.8602693602693603,0.8391608391608392,0.8846153846153846,0.8933566433566433,0.8800958300958299,0.028678954945640708,44
2.1528400421142577,0.8261561404118302,0.19235095977783204,0.04863479002136008,True,19,sqrt,9,19,350,"{'clf__bootstrap': True, 'clf__max_depth': 19, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 19, 'clf__n_estimators': 350}",0.9481605351170568,0.9040404040404041,0.8513986013986015,0.8916083916083916,0.8846153846153846,0.8959646633559679,0.031380069236253465,16
5.386721754074097,0.5929302818584609,0.18102874755859374,0.06353757397517279,True,11,,7,17,545,"{'clf__bootstrap': True, 'clf__max_depth': 11, 'clf__max_features': None, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 17, 'clf__n_estimators': 545}",0.9297658862876254,0.8787878787878787,0.8426573426573426,0.8898601398601399,0.8881118881118881,0.885836627140975,0.0278038872754309,37
3.0003661155700683,0.652239268784028,0.19748005867004395,0.048101097057211877,False,26,sqrt,2,2,503,"{'clf__bootstrap': False, 'clf__max_depth': 26, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 503}",0.9314381270903009,0.8518518518518519,0.8426573426573427,0.8986013986013986,0.8811188811188811,0.8811335202639551,0.03216679282763976,43
2.471391773223877,0.18953732666455148,0.11282339096069335,0.021520360318667397,False,13,sqrt,5,10,432,"{'clf__bootstrap': False, 'clf__max_depth': 13, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 10, 'clf__n_estimators': 432}",0.9481605351170568,0.8905723905723907,0.8374125874125875,0.8968531468531469,0.8986013986013985,0.8943200117113161,0.035145550536219816,26
5.281217241287232,0.16800192847666592,0.17628903388977052,0.019547870338677484,True,20,,4,2,827,"{'clf__bootstrap': True, 'clf__max_depth': 20, 'clf__max_features': None, 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 2, 'clf__n_estimators': 827}",0.9247491638795986,0.8585858585858587,0.8374125874125874,0.8846153846153846,0.8933566433566433,0.8797439275700146,0.029913591100956177,45
1.695230770111084,0.1887112816304439,0.09174962043762207,0.04862888398245465,True,18,log2,8,4,311,"{'clf__bootstrap': True, 'clf__max_depth': 18, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 4, 'clf__n_estimators': 311}",0.9464882943143813,0.9057239057239058,0.8513986013986015,0.8933566433566433,0.8846153846153846,0.8963165658817832,0.030883661358446102,15
2.695159673690796,0.24042905903075165,0.11569294929504395,0.01677461932780011,False,26,,9,19,537,"{'clf__bootstrap': False, 'clf__max_depth': 26, 'clf__max_features': None, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 19, 'clf__n_estimators': 537}",0.8453177257525083,0.8156565656565656,0.7447552447552448,0.8732517482517482,0.8942307692307693,0.8346424107293673,0.05214514490082449,53
1.8124895572662354,0.26051587051105346,0.09621109962463378,0.021015843762825323,False,23,,9,5,360,"{'clf__bootstrap': False, 'clf__max_depth': 23, 'clf__max_features': None, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 5, 'clf__n_estimators': 360}",0.8453177257525083,0.8156565656565656,0.7447552447552448,0.8732517482517482,0.8977272727272727,0.835341711428668,0.052956704808178656,51
2.382931613922119,0.11568346435850708,0.10711069107055664,0.011121347515686246,False,2,log2,5,17,703,"{'clf__bootstrap': False, 'clf__max_depth': 2, 'clf__max_features': 'log2', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 17, 'clf__n_estimators': 703}",0.9498327759197324,0.8905723905723906,0.8601398601398601,0.8706293706293706,0.8863636363636364,0.8915076067249981,0.031141601404613875,32
3.055979824066162,0.21519880878520503,0.11847577095031739,0.0071036750428857525,False,9,,3,18,839,"{'clf__bootstrap': False, 'clf__max_depth': 9, 'clf__max_features': None, 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 18, 'clf__n_estimators': 839}",0.822742474916388,0.7937710437710437,0.7447552447552448,0.8723776223776224,0.854020979020979,0.8175334729682555,0.04522759349524958,54
3.589107847213745,0.058318237661401914,0.15698843002319335,0.03625814046054332,True,17,,3,15,869,"{'clf__bootstrap': True, 'clf__max_depth': 17, 'clf__max_features': None, 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 15, 'clf__n_estimators': 869}",0.9214046822742474,0.8653198653198654,0.8444055944055944,0.8863636363636362,0.8916083916083916,0.8818204339943468,0.02590558434755265,42
1.4183874607086182,0.088348507066334,0.08132061958312989,0.010854246706753452,False,7,sqrt,3,9,482,"{'clf__bootstrap': False, 'clf__max_depth': 7, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 9, 'clf__n_estimators': 482}",0.9431438127090301,0.8771043771043772,0.8566433566433567,0.8968531468531469,0.8968531468531469,0.8941195680326114,0.028678579514494443,27
2.767366886138916,0.21388323583052654,0.1301506996154785,0.02833051496364472,True,3,sqrt,1,16,680,"{'clf__bootstrap': True, 'clf__max_depth': 3, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 16, 'clf__n_estimators': 680}",0.94314381270903,0.898989898989899,0.8706293706293706,0.8828671328671329,0.8916083916083916,0.8974477213607648,0.02472418388978069,4
3.2346426486968993,0.4438178632827071,0.16494350433349608,0.03766650735651905,True,29,sqrt,3,5,746,"{'clf__bootstrap': True, 'clf__max_depth': 29, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 5, 'clf__n_estimators': 746}",0.951505016722408,0.8939393939393939,0.8583916083916083,0.9020979020979021,0.8811188811188811,0.8974105604540388,0.030815995207810632,6
1.1282915115356444,0.04071479486875227,0.0980910301208496,0.04007248486188714,False,18,sqrt,5,7,298,"{'clf__bootstrap': False, 'clf__max_depth': 18, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 7, 'clf__n_estimators': 298}",0.9464882943143813,0.8922558922558923,0.8374125874125874,0.8933566433566434,0.9003496503496503,0.893972613537831,0.03464369042823252,28
1.935747241973877,0.026607493618732173,0.0906911849975586,0.03850891628189514,False,10,sqrt,8,18,501,"{'clf__bootstrap': False, 'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 18, 'clf__n_estimators': 501}",0.9481605351170568,0.898989898989899,0.8426573426573427,0.8951048951048951,0.9003496503496504,0.8970524644437688,0.0334343603975136,9
1.7615943431854248,0.1490009618529469,0.08250374794006347,0.015422971040172992,True,4,sqrt,4,2,455,"{'clf__bootstrap': True, 'clf__max_depth': 4, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 2, 'clf__n_estimators': 455}",0.9498327759197325,0.9006734006734006,0.8636363636363636,0.9020979020979021,0.8846153846153847,0.9001711653885568,0.028450005868940368,1
3.12981972694397,0.10321913223395342,0.1116981029510498,0.008810972015676962,True,19,sqrt,6,4,885,"{'clf__bootstrap': True, 'clf__max_depth': 19, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 4, 'clf__n_estimators': 885}",0.9481605351170568,0.898989898989899,0.8479020979020978,0.8951048951048952,0.8828671328671329,0.8946049119962165,0.032269524834116076,25
2.5103304862976072,0.23486765921766659,0.0920135498046875,0.016726570895081824,False,19,,6,3,838,"{'clf__bootstrap': False, 'clf__max_depth': 19, 'clf__max_features': None, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 3, 'clf__n_estimators': 838}",0.8394648829431438,0.7861952861952861,0.7132867132867132,0.8487762237762237,0.8417832167832169,0.8059012645969167,0.0514160943537609,57
